x,y
-0.017,11.364
0.000,14.610
0.017,22.728
0.052,34.091
0.086,43.832
0.121,55.195
0.138,60.066
0.173,69.806
0.207,81.170
0.242,90.910
0.277,102.274
0.311,112.014
0.346,121.754
0.380,131.495
0.415,141.235
0.449,150.975
0.467,160.715
0.484,165.586
0.501,168.833
0.536,173.702
0.553,181.820
0.588,191.560
0.605,194.807
0.622,199.677
0.657,207.795
0.691,215.911
0.726,224.028
0.761,232.146
0.795,240.262
0.830,248.380
0.847,253.249
0.864,258.120
0.899,264.614
0.933,274.354
0.951,282.471
0.968,285.718
1.003,295.458
1.037,303.575
1.054,310.069
1.072,314.939
1.106,324.679
1.141,336.043
1.158,342.536
1.175,349.030
1.210,362.017
1.262,379.874
1.279,386.367
1.314,399.354
1.348,413.965
1.383,426.952
1.400,435.068
1.417,449.679
1.452,464.289
1.487,478.899
1.521,493.510
1.556,508.120
1.573,517.860
1.608,532.471
1.642,548.705
1.659,555.198
1.694,571.432
1.729,589.289
1.763,605.523
1.798,621.757
1.815,631.497
1.850,647.731
1.867,665.588
1.901,681.822
1.919,691.562
1.936,699.678
1.971,717.535
2.005,735.393
2.040,753.250
2.057,762.990
2.074,772.730
2.109,790.587
2.143,808.445
2.178,826.302
2.213,842.535
2.230,850.653
2.264,868.510
2.282,875.004
2.316,891.237
2.334,900.978
2.351,918.835
2.368,928.575
2.385,936.691
2.420,956.172
2.455,974.029
2.489,991.886
2.524,1009.743
2.558,1025.977
2.593,1042.211
2.610,1051.951
2.645,1068.185
2.679,1082.795
2.714,1099.029
2.748,1115.263
2.783,1129.873
2.800,1144.484
2.818,1152.600
2.835,1160.717
2.869,1175.327
2.887,1183.444
2.921,1196.431
2.956,1209.418
2.973,1215.912
3.008,1230.522
3.042,1243.509
3.060,1250.003
3.094,1264.613
3.129,1277.600
3.146,1284.094
3.163,1290.587
3.198,1303.574
3.232,1316.561
3.267,1329.548
3.284,1340.912
3.319,1352.276
3.354,1363.639
3.371,1370.133
3.388,1375.003
3.423,1386.367
3.457,1396.107
3.475,1402.601
3.492,1407.471
3.509,1412.342
3.544,1422.082
3.578,1431.822
3.596,1436.692
3.630,1444.810
3.647,1449.680
3.682,1459.420
3.717,1467.538
3.734,1477.278
3.768,1485.395
3.803,1493.513
3.838,1501.629
3.872,1509.746
3.889,1512.993
3.924,1521.110
3.941,1525.980
3.976,1534.097
4.010,1540.590
4.028,1545.461
4.062,1551.954
4.097,1560.071
4.131,1566.564
4.149,1569.811
4.166,1573.058
4.201,1579.551
4.218,1586.045
4.235,1589.292
4.252,1592.539
4.287,1599.032
4.304,1602.279
4.356,1610.396
4.373,1613.643
4.408,1620.136
4.443,1625.007
4.477,1629.878
4.512,1634.747
4.546,1641.241
4.581,1646.111
4.598,1647.735
4.615,1650.982
4.650,1655.853
4.667,1660.722
4.702,1663.969
4.719,1667.216
4.754,1670.463
4.788,1675.333
4.806,1676.956
4.823,1678.580
4.857,1683.451
4.892,1686.697
4.927,1689.944
4.961,1694.815
4.996,1699.684
5.048,1704.555
5.065,1706.179
5.099,1711.049
5.117,1714.296
5.134,1715.920
5.151,1717.543
5.169,1719.167
5.203,1724.037
5.238,1727.284
5.272,1730.531
5.307,1733.778
5.341,1738.647
5.393,1743.518
5.411,1745.142
5.445,1748.389
5.480,1751.635
5.497,1753.259
5.514,1754.882
5.549,1758.129
5.566,1759.752
5.583,1762.999
5.601,1764.622
5.618,1766.246
5.653,1767.869
5.670,1769.493
5.722,1771.116
5.756,1540.596
5.791,930.207
5.825,319.817
5.860,243.518
5.895,243.518
5.929,243.518
5.946,243.518
5.964,243.518
5.981,243.518
6.016,243.518
6.050,245.142
6.067,246.766
6.102,248.390
6.137,251.637
6.171,254.883
6.206,256.507
6.240,259.754
6.275,263.001
6.292,264.625
6.309,266.248
6.361,269.495
6.379,271.119
6.396,272.742
6.430,275.989
6.465,277.613
6.500,280.859
6.517,280.859
6.517,282.483
6.551,282.483
6.586,284.107
6.621,284.107
6.638,284.107
6.690,284.107
6.724,284.107
6.742,284.107
6.759,284.107
6.793,285.731
6.811,285.731
6.845,285.731
6.880,285.731
6.914,285.731
6.949,285.731
6.984,284.107
7.001,284.107
7.035,284.107
7.053,282.483
7.070,282.483
7.105,282.483
7.139,282.483
7.156,280.859
7.174,280.859
7.208,280.859
7.226,280.859
7.260,279.236
7.277,279.236
7.295,277.612
7.329,277.612
7.347,277.612
7.398,274.365
7.433,271.118
7.450,267.871
7.485,264.625
7.502,263.001
7.519,261.377
7.554,259.753
7.589,256.506
7.623,254.883
7.640,253.259
7.675,251.636
7.692,251.636
7.727,250.012
7.761,250.012
7.779,248.388
7.813,248.388
7.848,246.764
7.882,246.764
7.917,245.141
7.934,245.141
7.969,245.141
8.003,243.517
8.021,243.517
8.055,243.517
8.090,241.893
8.124,240.269
8.159,238.645
8.194,237.022
8.211,237.022
8.228,235.398
8.263,233.774
8.297,230.527
8.315,228.903
8.332,227.279
8.366,225.656
8.384,224.032
8.418,222.408
8.453,220.784
8.470,220.784
8.505,219.160
8.522,219.160
8.539,219.160
8.574,217.537
8.608,215.913
8.626,215.913
8.643,214.289
8.678,214.289
8.712,212.665
8.729,211.042
8.764,211.042
8.799,209.418
8.816,207.795
8.850,207.795
8.868,206.171
8.885,204.547
8.920,202.923
8.954,201.299
8.989,201.299
9.023,199.675
9.058,198.052
9.075,198.052
9.110,196.428
9.144,196.428
9.162,194.804
9.196,193.180
9.231,191.557
9.265,188.311
9.300,185.064
9.317,183.440
9.334,183.440
9.369,181.816
9.386,181.816
9.438,178.569
9.473,176.946
9.507,173.699
9.542,172.076
9.576,170.452
9.611,168.828
9.646,168.828
9.663,167.204
9.680,167.204
9.715,165.581
9.749,165.581
9.767,163.957
9.784,163.957
9.818,163.957
9.853,163.957
9.888,162.333
