x,y
0.000,3.247
-0.017,3.247
0.000,3.247
0.035,3.247
0.069,4.871
0.086,4.871
0.104,6.494
0.138,6.494
0.173,8.118
0.190,8.118
0.225,8.118
0.242,9.742
0.259,9.742
0.277,9.742
0.294,11.366
0.311,11.366
0.346,12.989
0.380,12.989
0.415,14.613
0.449,14.613
0.484,16.236
0.519,16.236
0.553,17.860
0.588,19.484
0.622,21.108
0.640,21.108
0.657,22.732
0.691,24.355
0.709,24.355
0.743,25.979
0.761,27.603
0.795,29.227
0.830,30.851
0.847,32.474
0.864,34.098
0.899,35.721
0.933,37.345
0.968,38.969
1.003,40.593
1.037,43.840
1.072,45.463
1.089,47.087
1.124,50.334
1.158,53.581
1.175,58.451
1.193,60.075
1.210,61.699
1.245,64.946
1.279,69.816
1.296,71.440
1.314,73.063
1.348,77.934
1.383,82.804
1.400,86.051
1.417,87.675
1.452,92.545
1.487,97.415
1.521,103.909
1.538,107.155
1.573,113.649
1.608,120.142
1.625,123.389
1.642,126.636
1.659,133.130
1.694,139.623
1.729,146.117
1.763,154.233
1.798,160.727
1.832,167.220
1.850,172.091
1.867,175.338
1.901,183.455
1.936,191.572
1.953,194.819
1.988,202.936
2.022,211.054
2.057,220.794
2.074,225.664
2.092,230.535
2.126,243.522
2.143,248.393
2.178,258.133
2.213,269.497
2.247,279.237
2.282,288.977
2.316,300.341
2.351,310.081
2.368,316.574
2.403,327.938
2.437,339.302
2.455,345.795
2.489,357.159
2.524,368.523
2.541,375.016
2.558,388.003
2.593,399.367
2.610,402.614
2.627,407.484
2.662,417.224
2.697,430.211
2.731,443.198
2.766,456.185
2.783,462.679
2.800,470.796
2.835,483.783
2.869,496.770
2.887,504.888
2.921,519.498
2.956,534.108
2.973,542.226
2.990,548.719
3.025,563.330
3.042,579.563
3.077,594.174
3.111,608.784
3.146,623.394
3.198,644.498
3.232,659.109
3.267,673.719
3.302,688.330
3.319,693.200
3.336,698.070
3.371,706.187
3.405,715.927
3.440,728.915
3.475,743.525
3.492,753.265
3.526,774.369
3.561,787.356
3.596,801.966
3.613,808.460
3.630,814.953
3.647,821.447
3.682,834.434
3.717,845.798
3.751,858.785
3.786,870.148
3.820,881.512
3.872,896.122
3.889,900.993
3.924,912.357
3.959,922.097
3.976,931.837
4.010,941.577
4.028,946.448
4.062,954.564
4.097,962.682
4.131,970.799
4.166,978.916
4.218,988.656
4.235,993.526
4.270,1000.020
4.304,1006.514
4.322,1009.760
4.339,1013.007
4.373,1017.877
4.408,1022.747
4.425,1027.618
4.443,1029.242
4.477,1034.112
4.494,1037.359
4.529,1043.853
4.564,1050.346
4.581,1055.216
4.615,1063.333
4.650,1071.451
4.667,1076.320
4.685,1081.191
4.719,1089.308
4.754,1099.048
4.788,1107.166
4.806,1113.659
4.840,1121.776
4.875,1131.516
4.892,1136.386
4.892,1142.879
4.927,1152.620
4.961,1163.983
4.978,1168.854
4.996,1173.724
5.030,1183.465
5.065,1193.205
5.082,1198.075
5.099,1202.945
5.134,1212.686
5.169,1222.426
5.203,1230.543
5.238,1238.660
5.272,1246.777
5.290,1250.024
5.307,1254.894
5.324,1259.764
5.359,1267.881
5.376,1275.998
5.393,1279.245
5.411,1282.491
5.445,1290.609
5.480,1298.725
5.514,1306.843
5.566,1318.206
5.583,1321.453
5.618,1329.570
5.635,1332.817
5.653,1336.064
5.687,1344.181
5.704,1347.428
5.739,1353.922
5.756,1358.791
5.774,1362.038
5.808,1368.532
5.825,1375.025
5.877,1381.519
5.895,1388.012
5.929,1394.506
5.964,1399.375
5.981,1402.622
5.998,1405.869
6.033,1412.362
6.067,1418.856
6.085,1422.103
6.102,1425.350
6.119,1428.596
6.154,1435.090
6.188,1441.583
6.206,1444.830
6.240,1449.701
6.275,1454.571
6.292,1457.818
6.309,1462.689
6.344,1469.182
6.379,1475.676
6.413,1482.169
6.448,1487.040
6.482,1491.910
6.517,1496.780
6.534,1500.027
6.586,1508.144
6.603,1511.391
6.638,1516.261
6.655,1519.508
6.672,1522.754
6.707,1527.625
6.742,1534.118
6.742,1535.742
6.759,1538.989
6.793,1543.860
6.828,1548.730
6.863,1553.601
6.897,1558.470
6.932,1563.341
6.949,1564.965
6.966,1566.589
6.984,1568.212
7.018,1571.459
7.053,1573.083
7.087,1576.330
7.122,1577.954
7.156,1581.200
7.191,1584.447
7.208,1587.694
7.226,1589.318
7.243,1594.188
7.277,1597.435
7.312,1602.306
7.347,1605.552
7.364,1607.176
7.398,1612.047
7.450,1616.917
7.468,1618.540
7.502,1621.787
7.537,1623.411
7.571,1626.658
7.606,1629.904
7.640,1631.528
7.675,1633.151
