x,y
0.000,3.247
-0.017,3.247
0.000,3.247
-0.017,3.247
0.000,3.247
0.035,4.871
0.069,6.494
0.104,8.118
0.173,11.365
0.207,12.988
0.242,14.612
0.277,16.236
0.346,21.106
0.398,25.977
0.432,29.223
0.467,32.470
0.536,38.964
0.605,45.457
0.674,51.951
0.743,60.068
0.812,69.809
0.864,77.925
0.933,87.665
1.003,99.029
1.037,103.899
1.072,110.393
1.106,115.263
1.175,128.250
1.245,139.613
1.279,146.107
1.296,152.600
1.366,165.588
1.435,180.198
1.504,193.185
1.573,207.795
1.608,217.536
1.677,232.146
1.746,248.380
1.798,264.614
1.867,282.471
1.936,300.328
2.005,318.185
2.074,337.665
2.109,347.406
2.143,357.146
2.213,376.626
2.230,387.990
2.264,397.730
2.351,420.458
2.403,441.562
2.472,467.536
2.541,495.133
2.576,508.120
2.610,522.730
2.679,551.951
2.731,581.172
2.766,595.782
2.835,625.003
2.904,652.601
2.973,680.198
3.042,707.795
3.111,733.769
3.146,746.756
3.163,759.743
3.232,785.717
3.267,798.704
3.302,810.068
3.371,834.419
3.405,847.406
3.440,858.769
3.509,881.497
3.544,892.860
3.578,904.224
3.613,915.587
3.630,926.951
3.665,938.315
3.734,957.795
3.768,969.159
3.803,978.899
3.872,998.380
3.941,1016.237
3.976,1025.977
4.010,1035.717
4.080,1051.951
4.097,1061.691
4.131,1069.809
4.201,1084.419
4.270,1100.653
4.339,1115.263
4.408,1129.874
4.443,1137.990
4.546,1157.471
4.564,1165.588
4.598,1172.082
4.667,1185.069
4.702,1191.562
4.736,1198.056
4.806,1209.419
4.875,1219.160
4.944,1227.277
5.013,1237.017
5.030,1241.888
5.065,1246.758
5.169,1259.745
5.238,1267.863
5.272,1272.733
5.307,1275.980
5.341,1280.851
5.411,1288.968
5.445,1293.838
5.480,1297.085
5.532,1305.203
5.601,1311.696
5.670,1318.190
5.704,1321.436
5.774,1327.930
5.843,1336.046
5.912,1342.540
5.946,1345.787
5.964,1349.034
6.033,1355.527
6.102,1362.021
6.171,1368.514
6.240,1375.008
6.275,1379.877
6.309,1383.124
6.379,1391.241
6.448,1400.982
6.534,1413.969
6.603,1422.085
6.672,1430.203
6.742,1436.696
6.776,1439.943
6.811,1443.190
6.880,1449.683
6.932,1457.800
7.001,1464.293
7.070,1472.411
7.139,1478.904
7.208,1487.021
7.277,1491.892
7.347,1485.399
7.364,1482.152
7.398,1334.425
7.468,1035.723
7.537,750.009
7.606,766.243
7.675,790.593
7.744,811.697
7.779,823.061
7.831,840.918
7.865,850.658
7.900,858.775
8.003,871.762
8.073,871.762
8.107,868.515
8.142,863.644
8.211,853.904
8.245,850.657
8.280,850.657
8.332,860.398
8.366,865.268
8.401,871.762
8.470,884.749
8.505,891.242
8.539,897.736
8.608,910.723
8.678,922.087
8.747,935.074
8.799,946.437
8.833,952.931
8.868,957.800
8.937,969.164
8.971,974.035
9.006,980.528
9.075,991.892
9.144,1001.632
9.213,1014.619
9.283,1029.230
9.369,1055.204
9.438,1074.684
9.507,1095.788
9.576,1115.269
9.646,1134.749
9.697,1154.230
9.767,1176.957
9.836,1202.931
9.870,1214.295
9.905,1227.282
9.939,1240.269
9.974,1251.632
10.043,1274.359
10.112,1297.087
10.164,1318.191
10.199,1327.931
10.233,1337.671
10.268,1345.788
10.303,1355.529
10.337,1366.892
10.406,1387.996
10.441,1399.360
10.475,1409.100
10.545,1428.581
10.596,1444.814
10.683,1457.801
10.735,1467.542
10.804,1478.905
10.873,1478.905
10.908,1464.295
10.942,1444.814
11.011,1397.736
11.063,1379.879
11.098,1378.256
11.167,1384.749
11.236,1397.736
11.305,1413.970
11.374,1431.827
11.443,1448.061
11.513,1462.671
11.564,1478.905
11.634,1495.139
11.703,1512.996
11.737,1522.736
11.772,1530.853
11.841,1548.711
11.876,1558.451
11.910,1566.568
11.945,1574.685
11.997,1590.919
12.066,1605.530
12.135,1616.893
12.204,1626.633
12.239,1631.504
12.273,1636.374
12.342,1649.361
12.411,1662.348
12.463,1675.335
12.532,1685.075
12.602,1689.946
12.671,1686.699
12.705,1685.075
12.740,1681.828
12.774,1681.828
12.844,1689.946
12.913,1702.933
12.965,1717.543
13.034,1728.907
13.103,1737.023
13.172,1745.141
13.241,1758.128
13.310,1777.608
13.379,1795.465
13.431,1805.206
13.466,1808.452
13.500,1811.699
13.570,1824.686
13.604,1832.803
13.673,1850.660
13.742,1866.894
13.812,1879.881
13.863,1892.868
13.933,1904.232
13.967,1907.478
14.002,1910.725
14.071,1913.972
14.105,1844.167
14.140,1764.621
14.244,1517.868
14.313,1508.128
14.365,1506.504
14.434,1464.296
14.468,1436.699
14.503,1409.101
14.572,1378.257
14.641,1375.010
14.710,1378.257
14.780,1378.257
14.797,1373.387
14.866,1353.907
14.935,1318.192
14.987,1261.374
14.987,1232.154
14.987,1201.309
14.987,1155.855
