x,y
0.000,4.870
0.000,3.246
0.000,4.870
0.017,8.117
0.035,11.364
0.069,17.857
0.104,24.351
0.138,30.844
0.173,40.585
0.207,48.702
0.225,53.572
0.259,64.935
0.277,74.675
0.311,86.039
0.346,99.026
0.363,103.897
0.380,110.390
0.415,123.377
0.449,136.364
0.484,149.351
0.519,162.338
0.553,175.325
0.588,189.936
0.605,196.429
0.622,202.923
0.640,211.040
0.674,225.650
0.709,238.637
0.709,246.755
0.726,253.248
0.761,266.235
0.795,280.846
0.830,293.833
0.864,306.820
0.899,321.430
0.933,337.664
0.968,355.521
0.985,366.885
1.020,383.119
1.037,392.859
1.054,402.599
1.089,420.456
1.124,439.937
1.158,459.417
1.175,467.535
1.175,477.275
1.210,496.755
1.245,516.236
1.262,524.353
1.279,534.093
1.314,553.574
1.348,573.054
1.383,594.158
1.417,613.639
1.452,633.119
1.469,642.860
1.504,662.340
1.538,681.821
1.573,702.925
1.608,722.405
1.642,741.886
1.677,761.366
1.694,779.223
1.711,788.964
1.729,798.704
1.763,818.184
1.798,836.041
1.815,844.159
1.832,853.899
1.867,870.133
1.884,878.249
1.919,896.106
1.936,904.224
1.953,913.964
1.988,931.821
2.005,943.185
2.040,961.042
2.074,980.522
2.092,990.263
2.109,1009.743
2.143,1027.600
2.161,1037.341
2.178,1045.458
2.213,1063.315
2.247,1081.172
2.282,1099.029
2.299,1108.770
2.334,1125.003
2.351,1134.744
2.385,1150.978
2.420,1167.211
2.437,1175.328
2.472,1191.562
2.506,1207.795
2.541,1224.029
2.558,1240.263
2.593,1256.497
2.627,1272.730
2.662,1288.964
2.697,1306.821
2.748,1327.925
2.783,1342.536
2.818,1358.769
2.852,1373.380
2.869,1381.496
2.887,1387.990
2.921,1402.600
2.956,1417.211
2.973,1425.328
2.990,1431.821
3.025,1446.432
3.042,1452.925
3.077,1472.406
3.111,1485.393
3.129,1491.886
3.163,1504.873
3.198,1516.237
3.232,1529.224
3.267,1540.588
3.302,1551.951
3.319,1558.445
3.336,1563.315
3.371,1574.679
3.388,1581.173
3.440,1597.406
3.475,1607.147
3.492,1616.887
3.526,1626.627
3.544,1631.498
3.578,1641.238
3.613,1650.978
3.630,1655.849
3.647,1660.719
3.682,1668.836
3.717,1678.576
3.734,1683.447
3.768,1691.564
3.803,1699.681
3.820,1704.551
3.855,1712.668
3.889,1722.409
3.924,1730.526
3.959,1738.643
3.959,1741.889
3.993,1750.006
4.028,1758.123
4.062,1764.617
4.080,1769.487
4.114,1775.980
4.149,1784.097
4.166,1787.344
4.201,1793.838
4.235,1800.331
4.270,1806.825
4.304,1813.318
4.339,1819.812
4.373,1826.305
4.391,1829.552
4.408,1831.175
4.425,1837.669
4.460,1842.539
4.477,1844.162
4.512,1849.033
4.546,1853.903
4.581,1858.773
4.615,1863.643
4.650,1868.513
4.685,1873.383
4.719,1878.254
4.736,1879.877
4.771,1884.747
4.806,1887.994
4.840,1891.241
4.875,1894.487
4.892,1897.734
4.927,1900.981
4.961,1904.228
4.996,1907.474
5.030,1910.721
5.065,1915.591
5.082,1917.215
5.117,1920.462
5.151,1922.085
5.169,1923.708
5.203,1926.955
5.220,1928.578
5.255,1931.825
5.290,1933.449
5.324,1936.695
5.341,1938.319
5.359,1939.942
5.376,1941.565
5.411,1943.189
5.428,1944.812
5.445,1944.812
5.480,1948.059
5.514,1949.682
5.549,1951.306
5.583,1951.306
5.618,1952.929
5.635,1952.929
5.670,1951.306
5.704,1951.306
5.739,1951.306
5.774,1951.306
5.825,1949.682
5.860,1944.812
5.877,1641.241
5.895,1282.475
5.929,568.189
5.964,159.098
5.981,160.722
5.998,162.346
6.033,163.969
6.050,165.593
6.085,167.217
6.102,167.217
6.119,168.841
6.171,172.088
6.188,172.088
6.206,172.088
6.223,172.088
6.258,173.711
6.292,173.711
6.309,175.334
6.344,176.958
6.379,176.958
6.413,178.582
6.430,178.582
6.465,180.206
6.500,180.206
6.534,180.206
6.569,181.830
6.603,183.453
6.638,183.453
6.672,185.077
6.707,186.701
6.742,188.325
6.759,188.325
6.776,188.325
6.793,188.325
6.828,189.949
6.863,189.949
6.880,189.949
6.914,189.949
6.949,189.949
6.966,188.325
6.984,188.325
7.018,188.325
7.053,188.325
7.087,186.701
7.122,186.701
7.139,186.701
7.191,185.077
7.208,185.077
7.243,185.077
7.277,183.453
7.295,183.453
7.329,183.453
7.364,183.453
7.398,181.830
7.433,181.830
7.468,181.830
7.485,181.830
7.519,181.830
7.554,180.206
7.571,180.206
7.606,178.582
7.623,178.582
7.640,176.958
7.675,176.958
7.692,175.334
7.710,175.334
7.727,173.711
7.744,173.711
7.779,172.088
