x,y
-0.017,6.494
0.000,9.740
0.017,16.234
0.052,24.351
0.069,29.222
0.086,34.091
0.104,38.962
0.138,48.702
0.173,58.443
0.190,64.936
0.207,69.807
0.242,82.794
0.259,89.287
0.294,102.274
0.311,108.768
0.346,121.755
0.380,136.365
0.415,149.352
0.449,163.963
0.467,176.950
0.501,191.560
0.519,198.053
0.553,212.664
0.588,227.274
0.622,240.261
0.657,254.872
0.691,267.859
0.726,282.469
0.743,290.586
0.761,297.080
0.795,313.314
0.830,331.171
0.847,339.287
0.864,349.028
0.899,366.885
0.933,386.365
0.951,397.729
0.968,415.586
1.003,435.067
1.037,452.924
1.054,462.664
1.072,472.404
1.106,491.885
1.141,511.365
1.175,530.846
1.210,550.326
1.245,569.807
1.279,590.911
1.314,608.768
1.348,628.249
1.366,637.989
1.400,657.469
1.417,675.326
1.452,694.807
1.487,714.287
1.521,733.768
1.556,753.249
1.590,771.106
1.625,788.963
1.642,798.703
1.694,823.054
1.729,839.287
1.763,857.145
1.780,865.262
1.815,884.742
1.850,905.846
1.867,926.950
1.901,946.431
1.936,967.535
1.971,990.262
2.005,1009.742
2.040,1030.846
2.074,1050.327
2.109,1071.431
2.126,1081.171
2.143,1092.535
2.178,1112.015
2.195,1121.755
2.230,1142.859
2.264,1162.340
2.299,1183.444
2.334,1204.548
2.368,1233.768
2.385,1243.509
2.420,1262.989
2.437,1272.729
2.455,1284.093
2.489,1303.574
2.524,1324.677
2.541,1334.418
2.558,1344.158
2.593,1363.639
2.610,1373.379
2.645,1394.483
2.679,1415.587
2.731,1443.184
2.748,1452.924
2.766,1462.664
2.783,1472.405
2.800,1491.885
2.835,1511.366
2.852,1521.106
2.869,1529.223
2.904,1547.081
2.939,1564.938
2.956,1573.055
2.973,1581.171
3.008,1599.029
3.060,1621.756
3.094,1636.366
3.129,1649.353
3.163,1662.340
3.181,1670.458
3.198,1676.951
3.232,1689.938
3.267,1702.925
3.284,1715.912
3.319,1727.276
3.354,1738.640
3.388,1748.380
3.423,1759.743
3.440,1766.237
3.475,1777.601
3.509,1788.964
3.544,1798.705
3.578,1810.068
3.613,1819.808
3.647,1829.549
3.665,1836.042
3.682,1840.912
3.699,1847.406
3.734,1857.146
3.751,1866.886
3.768,1871.757
3.803,1881.497
3.838,1889.614
3.855,1894.484
3.872,1897.731
3.889,1902.601
3.924,1912.341
3.959,1920.458
3.993,1928.575
4.028,1935.068
4.062,1941.562
4.097,1946.432
4.114,1949.679
4.131,1952.926
4.166,1961.043
4.183,1965.913
4.218,1970.783
4.252,1975.653
4.270,1977.276
4.304,1982.147
4.322,1980.523
4.339,1978.900
4.391,1970.783
4.408,1972.406
4.443,1980.523
4.477,1990.263
4.512,2000.004
4.546,2009.744
4.564,2014.614
4.581,2017.861
4.615,2027.601
4.650,2035.718
4.667,2042.212
4.702,2047.082
4.719,2029.225
4.754,2003.251
4.771,1990.264
4.788,1985.393
4.823,1991.887
4.857,2000.004
4.892,2008.121
4.927,2017.861
4.961,2024.355
4.996,2032.471
5.030,2037.342
5.048,2040.588
5.082,2045.459
5.117,2048.705
5.134,2047.082
5.169,1918.835
5.203,1288.965
5.238,667.212
5.272,482.147
5.307,480.523
5.341,475.653
5.376,467.536
5.393,462.665
5.428,448.055
5.462,433.445
5.480,426.951
5.514,418.834
5.532,415.587
5.566,410.717
5.583,407.470
5.618,405.847
5.635,404.223
5.653,404.223
5.687,404.223
5.722,402.599
5.756,402.599
5.791,402.599
5.825,402.599
5.860,400.975
5.895,400.975
5.929,399.351
5.946,399.351
5.981,397.728
6.016,397.728
6.033,396.104
6.050,396.104
6.085,394.480
6.102,392.856
6.137,391.233
6.171,389.609
6.206,387.986
6.240,384.739
6.275,381.492
6.309,378.245
6.327,374.999
6.344,371.752
6.361,370.128
6.379,366.881
6.413,363.634
6.448,360.388
6.465,358.764
6.500,353.893
6.517,349.024
6.534,345.777
6.551,344.153
6.586,339.282
6.621,334.412
6.655,329.542
6.690,326.295
6.724,321.425
6.759,318.178
6.793,313.307
6.811,310.061
6.845,305.190
6.880,300.319
6.897,297.073
6.914,293.826
6.949,287.332
6.984,280.839
7.001,275.968
7.035,271.099
7.070,267.852
7.122,262.981
7.139,261.357
7.174,256.487
7.191,254.863
7.226,251.616
7.243,249.992
7.260,248.369
7.295,245.122
7.329,241.875
7.347,240.251
7.364,237.004
7.398,232.135
7.450,225.641
7.450,224.017
7.485,219.147
7.519,215.900
7.537,214.276
7.554,214.276
7.589,211.029
7.606,209.406
7.640,207.782
7.658,207.782
7.675,206.158
7.710,204.534
7.744,202.910
7.779,201.287
7.813,199.663
7.848,198.039
7.882,196.415
7.917,194.791
7.934,193.167
7.969,191.545
7.986,189.921
8.003,188.297
8.021,188.297
8.055,186.673
8.090,185.049
8.107,183.425
8.142,183.425
8.176,181.802
8.194,181.802
8.228,181.802
8.263,181.802
8.297,181.802
8.332,183.425
8.349,183.425
8.366,183.425
8.384,183.425
8.418,185.049
