x,y
0.000,4.870
0.000,3.246
0.000,4.870
0.017,6.494
0.052,11.365
0.086,14.611
0.121,19.482
0.156,24.352
0.173,27.599
0.190,29.223
0.225,35.717
0.242,40.587
0.259,43.834
0.277,47.081
0.311,53.574
0.346,60.068
0.380,68.185
0.398,71.432
0.432,79.548
0.467,86.042
0.484,90.913
0.501,94.159
0.536,102.277
0.570,110.394
0.588,113.641
0.605,118.511
0.640,126.629
0.674,136.369
0.691,141.239
0.709,149.357
0.726,154.227
0.761,163.967
0.795,173.707
0.812,180.201
0.847,191.564
0.882,202.928
0.899,207.798
0.916,214.292
0.951,225.656
0.985,237.019
1.020,248.383
1.054,261.370
1.089,271.110
1.124,282.474
1.141,287.344
1.158,292.215
1.175,303.579
1.210,316.566
1.227,323.059
1.245,331.176
1.262,337.670
1.296,352.280
1.331,368.514
1.348,375.008
1.366,383.125
1.400,399.359
1.417,407.476
1.452,422.087
1.469,430.204
1.504,446.438
1.538,462.671
1.573,480.529
1.590,488.646
1.608,496.762
1.625,514.620
1.642,524.360
1.677,542.217
1.711,560.074
1.729,569.814
1.763,586.048
1.780,594.165
1.815,612.022
1.850,629.879
1.884,647.736
1.901,657.476
1.919,665.594
1.953,685.074
1.988,702.931
2.022,720.788
2.057,741.892
2.109,767.866
2.126,785.724
2.161,805.204
2.195,823.061
2.230,840.918
2.247,850.659
2.264,858.775
2.299,876.632
2.334,894.489
2.351,902.607
2.368,910.724
2.385,922.088
2.437,948.062
2.472,967.542
2.489,977.282
2.524,995.140
2.558,1012.997
2.576,1022.737
2.576,1030.854
2.610,1048.712
2.645,1064.945
2.662,1073.063
2.679,1081.179
2.714,1097.413
2.731,1105.530
2.766,1121.764
2.800,1137.998
2.818,1146.115
2.852,1162.349
2.887,1178.583
2.904,1186.700
2.939,1202.934
2.973,1219.167
3.008,1237.025
3.025,1245.142
3.025,1253.259
3.060,1269.493
3.094,1279.233
3.129,1301.960
3.163,1318.194
3.198,1334.428
3.232,1349.038
3.250,1357.155
3.267,1365.272
3.302,1381.506
3.319,1388.000
3.354,1404.233
3.388,1418.844
3.423,1433.454
3.457,1446.441
3.492,1459.428
3.509,1470.792
3.544,1482.155
3.578,1493.519
3.596,1500.013
3.613,1504.883
3.647,1516.247
3.682,1529.234
3.699,1535.727
3.717,1540.597
3.734,1547.091
3.768,1561.701
3.803,1573.065
3.838,1586.052
3.872,1597.415
3.907,1608.779
3.941,1620.143
3.959,1626.636
3.959,1631.507
3.993,1642.870
4.028,1654.234
4.062,1663.974
4.097,1675.338
4.131,1686.701
4.183,1699.688
4.218,1709.429
4.252,1717.545
4.287,1725.663
4.322,1733.779
4.356,1741.896
4.391,1748.389
4.408,1751.636
4.425,1754.883
4.443,1763.000
4.477,1771.116
4.529,1782.480
4.546,1785.727
4.564,1788.974
4.598,1795.467
4.633,1801.961
4.667,1806.831
4.702,1813.324
4.736,1819.818
4.771,1826.311
4.806,1832.805
4.857,1840.922
4.875,1844.169
4.892,1849.039
4.927,1853.909
4.944,1857.156
4.961,1858.779
4.978,1862.026
5.013,1866.896
5.048,1871.766
5.082,1875.013
5.117,1879.883
5.134,1881.506
5.186,1888.000
5.220,1892.870
5.255,1896.117
5.290,1899.364
5.307,1900.987
5.324,1902.610
5.359,1905.857
5.376,1909.104
5.393,1910.727
5.428,1913.974
5.445,1915.598
5.480,1917.221
5.514,1918.844
5.532,1920.468
5.566,1922.091
5.601,1923.714
5.635,1923.714
5.670,1923.714
5.704,1922.091
5.739,1920.468
5.774,1920.468
5.808,1875.013
5.825,1709.429
5.860,1532.481
5.877,1475.663
5.912,1475.663
5.946,1482.156
5.981,1488.650
6.016,1496.766
6.050,1503.260
6.085,1508.130
6.119,1514.624
6.154,1519.493
6.206,1527.611
6.223,1529.235
6.240,1532.481
6.275,1535.728
6.292,1538.975
6.327,1542.222
6.361,1543.845
6.396,1545.469
6.413,1547.093
6.430,1548.717
6.465,1550.341
6.482,1550.341
6.517,1551.965
6.551,1553.588
6.569,1553.588
6.603,1555.212
6.638,1555.212
6.655,1555.212
6.690,1555.212
6.724,1553.588
6.742,1553.588
6.759,1551.965
6.776,1551.965
6.811,1550.341
6.828,1548.717
6.880,1547.093
6.914,1545.469
6.949,1542.223
6.984,1538.976
7.001,1537.352
7.018,1535.729
7.053,1530.859
7.070,1527.613
7.105,1524.366
7.139,1521.119
7.174,1517.872
7.191,1517.872
7.208,1514.625
7.243,1199.690
7.260,964.301
7.295,490.275
7.312,331.184
7.329,331.184
7.364,331.184
7.398,331.184
7.433,331.184
7.468,332.807
7.485,332.807
7.519,332.807
7.537,332.807
7.571,331.184
7.606,327.937
