x,y
0.000,3.247
-0.017,3.247
0.017,4.871
0.035,9.741
0.069,14.611
0.104,19.481
0.138,24.352
0.173,30.846
0.190,34.092
0.207,38.963
0.242,47.080
0.259,50.327
0.294,58.444
0.311,63.314
0.328,66.561
0.363,76.301
0.398,86.041
0.415,90.912
0.432,97.406
0.467,107.146
0.484,118.509
0.519,129.873
0.553,141.237
0.588,152.600
0.622,165.587
0.640,170.458
0.657,176.951
0.691,188.315
0.726,201.302
0.743,207.796
0.761,214.289
0.795,225.653
0.812,232.146
0.847,245.133
0.882,258.120
0.916,271.107
0.933,284.094
0.951,290.588
0.968,297.082
1.003,310.069
1.037,321.432
1.072,336.043
1.106,352.276
1.141,366.887
1.175,383.121
1.193,391.238
1.227,407.472
1.262,423.705
1.296,439.939
1.331,457.796
1.366,474.030
1.400,491.887
1.400,500.004
1.417,508.121
1.452,517.861
1.469,532.472
1.504,550.329
1.521,558.445
1.556,576.302
1.573,584.420
1.608,602.277
1.625,610.394
1.642,620.135
1.677,637.992
1.711,655.849
1.746,673.706
1.780,693.187
1.815,711.044
1.850,728.901
1.867,738.641
1.867,746.758
1.901,766.239
1.936,784.096
1.971,803.577
1.988,813.317
2.022,832.797
2.057,850.654
2.074,860.395
2.092,870.135
2.109,881.499
2.143,900.979
2.178,920.460
2.195,931.823
2.230,951.304
2.264,972.408
2.282,982.148
2.299,991.888
2.334,1012.992
2.351,1032.473
2.385,1051.953
2.403,1061.693
2.437,1081.174
2.455,1090.914
2.506,1118.512
2.541,1137.992
2.576,1157.473
2.610,1175.330
2.627,1185.070
2.645,1194.810
2.679,1212.667
2.714,1232.148
2.731,1241.888
2.748,1250.006
2.783,1267.863
2.818,1287.343
2.852,1313.317
2.887,1331.174
2.921,1349.032
2.956,1366.889
2.990,1383.122
3.025,1399.356
3.060,1415.590
3.077,1423.707
3.094,1431.825
3.129,1446.435
3.146,1456.175
3.181,1470.786
3.215,1485.396
3.232,1493.513
3.250,1500.007
3.267,1514.617
3.302,1527.604
3.336,1540.591
3.371,1555.202
3.388,1561.695
3.405,1568.189
3.440,1581.176
3.475,1592.539
3.492,1600.656
3.526,1612.020
3.544,1616.889
3.578,1628.253
3.613,1639.617
3.647,1650.980
3.665,1655.851
3.699,1667.215
3.717,1678.578
3.751,1688.318
3.786,1698.059
3.820,1707.799
3.855,1715.916
3.889,1724.033
3.924,1732.149
3.941,1735.396
3.959,1738.643
3.993,1746.760
4.028,1754.877
4.045,1758.123
4.062,1761.370
4.080,1766.240
4.114,1772.734
4.149,1779.227
4.166,1782.474
4.183,1787.344
4.218,1797.085
4.235,1800.331
4.270,1806.825
4.304,1813.318
4.339,1819.812
4.373,1826.305
4.391,1829.552
4.408,1832.799
4.443,1839.293
4.477,1845.786
4.494,1849.033
4.546,1857.150
4.564,1860.397
4.598,1865.267
4.615,1866.890
4.633,1870.137
4.650,1875.007
4.685,1879.877
4.719,1883.124
4.754,1886.371
4.788,1889.617
4.823,1892.864
4.875,1897.734
4.892,1899.358
4.909,1900.981
4.944,1904.228
4.978,1907.475
5.013,1909.098
5.048,1912.345
5.082,1915.592
5.117,1918.838
5.151,1922.085
5.186,1925.332
5.203,1926.955
5.238,1930.202
5.255,1931.825
5.272,1931.825
5.307,1935.072
5.324,1936.696
5.359,1938.319
5.376,1939.942
5.393,1939.942
5.428,1943.189
5.462,1603.903
5.480,1264.618
5.497,925.332
5.514,543.838
5.566,248.384
5.583,248.384
5.618,248.384
5.653,250.008
5.687,251.632
5.722,253.254
5.739,253.254
5.774,254.878
5.808,254.878
5.843,256.502
5.860,256.502
5.895,256.502
5.929,256.502
5.946,256.502
5.981,256.502
6.016,258.126
6.050,258.126
6.067,258.126
6.102,256.502
6.137,256.502
6.154,256.502
6.206,258.126
6.223,258.126
6.258,258.126
6.275,258.126
6.292,258.126
6.327,258.126
6.361,258.126
6.396,256.502
6.430,256.502
6.465,258.126
6.500,258.126
6.534,258.126
6.551,259.750
6.586,259.750
6.603,259.750
6.638,259.750
6.672,259.750
6.707,259.750
6.724,259.750
6.742,261.374
6.776,261.374
6.811,261.374
6.828,261.374
6.845,261.374
6.880,261.374
6.897,261.374
6.932,261.374
6.966,261.374
6.984,261.374
7.018,261.374
7.053,261.374
7.070,261.374
7.087,261.374
7.122,261.374
7.156,259.750
7.191,256.503
7.226,253.256
7.243,253.256
7.295,250.009
7.312,248.386
7.329,248.386
7.364,245.139
7.398,243.515
7.416,243.515
7.450,241.891
7.468,240.267
7.502,240.267
7.519,240.267
7.537,238.644
7.571,238.644
7.606,237.020
7.640,235.396
7.675,233.772
7.692,233.772
7.727,232.149
