x,y
0.000,6.494
0.000,4.870
-0.017,4.870
0.000,4.870
-0.017,4.870
0.000,6.494
0.017,8.117
0.035,14.611
0.069,19.481
0.086,22.728
0.104,25.975
0.138,32.469
0.173,38.962
0.207,47.079
0.242,53.573
0.277,61.690
0.311,71.431
0.328,76.300
0.363,84.418
0.398,92.534
0.415,97.405
0.432,102.275
0.467,112.016
0.484,121.756
0.501,126.626
0.519,131.497
0.553,142.861
0.588,152.601
0.605,159.094
0.640,170.458
0.657,175.328
0.691,186.691
0.726,199.678
0.761,211.042
0.795,222.406
0.830,233.769
0.847,238.640
0.882,250.004
0.916,261.367
0.933,272.731
0.968,277.601
0.985,288.965
1.020,301.952
1.037,310.069
1.072,324.680
1.106,339.290
1.141,355.524
1.175,371.758
1.193,379.874
1.210,389.614
1.245,405.848
1.262,413.965
1.296,431.822
1.314,441.562
1.366,464.289
1.400,480.523
1.400,488.641
1.417,495.134
1.452,511.368
1.487,529.225
1.521,547.082
1.556,564.939
1.590,586.043
1.625,607.147
1.659,626.628
1.694,647.732
1.711,657.472
1.746,676.952
1.780,698.056
1.815,717.537
1.850,738.641
1.867,748.381
1.867,759.744
1.901,779.225
1.936,800.329
1.971,819.809
2.005,839.290
2.040,858.770
2.074,878.251
2.092,887.991
2.126,907.472
2.161,928.576
2.195,951.303
2.230,972.407
2.264,995.134
2.299,1017.861
2.334,1038.965
2.351,1060.069
2.385,1079.550
2.403,1090.913
2.420,1100.654
2.455,1120.134
2.489,1139.615
2.506,1149.355
2.541,1170.459
2.576,1191.563
2.610,1212.667
2.627,1224.030
2.645,1235.394
2.679,1254.874
2.714,1275.978
2.748,1295.459
2.783,1314.939
2.800,1332.796
2.835,1352.277
2.869,1370.134
2.904,1389.615
2.921,1397.731
2.956,1415.588
2.990,1433.445
3.025,1451.303
3.060,1467.536
3.077,1475.654
3.094,1485.394
3.129,1501.628
3.163,1517.861
3.181,1525.979
3.198,1534.095
3.232,1551.952
3.267,1568.186
3.267,1576.303
3.284,1584.420
3.319,1599.030
3.336,1607.148
3.388,1629.875
3.405,1636.369
3.440,1649.356
3.475,1662.343
3.509,1676.953
3.544,1689.940
3.578,1702.927
3.613,1715.914
3.630,1722.408
3.647,1728.901
3.682,1741.888
3.699,1750.005
3.734,1767.862
3.751,1774.356
3.786,1787.343
3.820,1800.330
3.855,1813.317
3.889,1824.680
3.924,1837.667
3.959,1849.031
3.976,1853.901
3.993,1860.395
4.028,1870.135
4.045,1876.629
4.080,1886.369
4.114,1897.732
4.131,1902.603
4.166,1912.343
4.183,1917.213
4.201,1928.577
4.235,1938.317
4.270,1948.057
